HebName,Name,ID,EngName,Region,SubDistrict,NaturalZone,StausMunicipal,Metropolitan,Religion,Pop2015,JewsOthers,Jews,Arebs,YearEst,TypeSuratYeshuv,Affiliation ,Coordinate,Hight,RegionalComittee,Police,YearUpdate,Link
פרדס חנה-כרכור,פרדס חנה-כרכור,7800,PARDES HANNA-KARKUR,3,32,324,99,,1,38009,38,36.8,,1913,160,,1979470872,48,308,1180,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7800
פרדסייה,פרדסייה,171,PARDESIYYA,4,41,411,99,141,1,5563,5.6,5.5,,1942,180,,1918269027,52,457,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=171
פרוד,פרוד,599,PAROD,2,21,212,2,,1,455,0.5,0.4,,1949,330,15,2408675971,426,209,1230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=599
פרזון,פרזון,2053,PERAZON,2,23,234,8,,1,320,0.3,0.3,,1953,310,1,2294471684,78,204,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2053
פרי גן,פרי גן,1231,PERI GAN,6,62,622,38,,1,226,0.2,0.2,,1981,310,6,1384957031,93,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1231
פתח תקווה,פתח תקווה,7900,PETAH TIQWA,4,42,422,0,132,1,230984,230.7,212.6,,1878,130,,1894166579,31,410,5130,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7900
פתחיה,פתחיה,839,PETAHYA,4,43,432,30,143,1,890,0.9,0.9,,1951,310,6,1892964165,102,426,5220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=839
צאלים,צאלים,413,ZE'ELIM,6,62,622,38,,1,441,0.4,0.4,,1947,330,15,1555656824,140,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=413
צביה,צביה,1180,ZVIYYA,2,24,242,56,,1,310,0.3,0.3,,1979,370,19,2313575499,256,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1180
צבעון,צבעון,1213,ZIV'ON,2,21,212,1,,1,112,0.1,0.1,,1980,330,15,2392477007,761,253,1230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1213
צובה,צובה,465,ZOVA,1,11,111,26,444,1,651,0.7,0.6,,1948,330,15,2114063231,724,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=465
צוחר,צוחר,1136,ZOHAR,6,62,622,38,,1,419,0.4,0.4,,1973,350,,1452657190,135,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1136
צופייה,צופייה,1111,ZOFIYYA,4,44,441,29,143,,,,,,,510,,1753664043,36,456,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1111
צופים,צופים,3791,ZUFIM,7,73,,72,145,1,1976,2,1.9,,1989,350,,2011067829,163,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3791
צופית,צופית,198,ZOFIT,4,42,421,20,141,1,1302,1.3,1.3,,1933,310,1,1926967776,66,417,5140,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=198
צופר,צופר,1150,ZOFAR,6,62,625,54,,1,394,0.4,0.4,,1970,310,1,2172149661,12,657,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1150
צוקי ים,צוקי ים,1102,ZUQI YAM,4,41,411,16,141,1,270,0.3,0.3,,1956,350,,1869369644,29,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1102
צוקים,צוקים,1262,ZUQIM,6,62,625,54,,1,289,0.3,0.3,,1983,370,,2157948903,41,657,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1262
צור הדסה,צור הדסה,1113,ZUR HADASSA,1,11,111,26,444,1,7392,7.4,7,,1960,180,,2091262495,732,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1113
צור יצחק,צור יצחק,1345,ZUR YIZHAQ,4,42,421,20,141,1,4246,4.2,4.1,,2007,190,,2000668306,119,417,5150,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1345
צור משה,צור משה,276,ZUR MOSHE,4,41,411,18,141,1,3114,3.1,3.1,,1937,190,,1920568938,50,412,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=276
צור נתן,צור נתן,1148,ZUR NATAN,4,42,421,20,141,1,296,0.3,0.3,,1970,320,9,2014368303,187,417,5150,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1148
צוריאל,צוריאל,774,ZURI'EL,2,24,243,52,,1,312,0.3,0.3,,1950,310,1,2296776797,639,255,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=774
צורית,צורית,1221,ZURIT,2,24,242,56,241,1,763,0.8,0.8,,1981,370,9,2239975642,347,205,1310,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1221
ציפורי,ציפורי,613,ZIPPORI,2,23,237,9,,1,952,0.8,0.8,,1949,310,1,2263973900,250,254,1410,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=613
צלפון,צלפון,796,ZELAFON,1,11,112,26,,1,907,0.9,0.9,,1950,310,1,1935863467,168,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=796
צנדלה,צנדלה,636,SANDALA,2,23,232,8,,2,1572,,,1.6,,450,,2306271428,108,204,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=636
צפרייה,צפרייה,594,ZAFRIYYA,4,43,432,40,133,1,924,0.9,0.9,,1949,310,2,1865065672,31,425,5210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=594
צפרירים,צפרירים,1079,ZAFRIRIM,1,11,112,26,444,1,371,0.4,0.4,,1958,310,1,1947461865,323,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1079
צפת,צפת,8000,ZEFAT,2,21,212,0,,1,33358,32.6,31.4,,ותיק,160,,2475176334,604,216,1230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8000
צרופה,צרופה,612,ZERUFA,3,32,321,15,243,1,1093,1.1,1.1,,1949,310,1,1954272826,21,303,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=612
צרעה,צרעה,567,ZOR'A,1,11,112,26,444,1,906,0.9,0.9,,1948,330,15,1971663005,208,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=567
קבועה (שבט),קבועה (שבט),1234,QABBO'A,6,62,623,,,3,,,,,,460,,2160057200,0,699,3480,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1234
קבוצת יבנה,קבוצת יבנה,334,QEVUZAT YAVNE,4,44,441,29,143,1,946,0.9,0.9,,1941,330,3,1735763594,49,456,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=334
קדומים,קדומים,3557,QEDUMIM,7,73,,99,145,1,4338,4.3,4.3,,1977,190,,2152868054,417,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3557
קדימה-צורן,קדימה-צורן,195,QADIMA-ZORAN,4,41,411,99,141,1,20514,20.5,20.1,,1933,160,,1925868737,51,457,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=195
קדמה,קדמה,392,QEDMA,6,61,611,35,,1,73,0.1,0.1,,1946,340,,1787462323,100,632,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=392
קדמת צבי,קדמת צבי,4025,QIDMAT ZEVI,2,29,293,71,,1,359,0.4,0.3,,1985,310,7,2655777064,476,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4025
קדר,קדר,3781,QEDAR,7,76,,76,445,1,1490,1.5,1.5,,1985,370,9,2295662907,456,714,4355,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3781
קדרון,קדרון,615,QIDRON,4,44,441,28,143,1,1560,1.6,1.5,,1949,310,1,1808163592,52,456,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=615
קדרים,קדרים,1211,QADDARIM,2,22,221,1,,1,189,0.2,0.2,,1980,330,15,2447075593,107,253,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1211
קודייראת א-צאנע (שבט),קודייראת א-צאנע (שבט),964,QUDEIRAT AS-SANI,6,62,623,,,3,,,,,,460,,2110057800,,699,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=964
קוואעין (שבט),קוואעין (שבט),972,QAWA'IN,6,62,623,,,3,,,,,,460,,2020058100,,699,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=972
קוממיות,קוממיות,766,QOMEMIYYUT,6,61,611,34,,1,534,0.5,0.5,,1950,310,19,1745361889,70,631,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=766
קורנית,קורנית,1179,QORANIT,2,24,241,56,241,1,868,0.9,0.9,,1982,370,10,2239274992,452,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1179
קטורה,קטורה,1052,QETURA,6,62,625,53,,1,485,0.5,0.4,,1970,330,15,2056243123,113,608,3460,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1052
קיסריה,קיסריה,1167,QESARYYA,3,32,324,15,,1,4853,4.8,4.7,,1977,190,,1915771263,21,303,1180,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1167
קלחים,קלחים,414,QELAHIM,6,62,621,42,,1,589,0.6,0.6,,1954,310,10,1694059538,170,651,3482,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=414
קליה,קליה,3601,QALYA,7,75,,74,,1,394,0.4,0.4,,1968,330,15,2443462873,-361,713,4355,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3601
קלנסווה,קלנסווה,638,QALANSAWE,4,41,412,0,141,2,21451,,,21.4,,260,,1980768825,37,458,5150,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=638
קלע,קלע,4024,QELA,2,29,292,71,,1,224,0.2,0.2,,1984,370,9,2648178199,671,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4024
קציר                ,קציר                ,1243,QAZIR               ,3,32,323,14,,1,2776,2.7,2.5,,1982,190,,2100471022,324,351,1450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1243
קצר א-סר,קצר א-סר,1347,QASR A-SIR,6,62,623,68,,2,1406,,,1.4,,450,,1982455466,537,624,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1347
קצרין,קצרין,4100,QAZRIN,2,29,293,99,,1,6913,6.9,5.7,,1977,180,,2646476651,339,220,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4100
קריית אונו,קריית אונו,2620,QIRYAT ONO,5,52,512,0,122,1,37791,37.8,36.9,,1939,160,,1866566310,61,508,2370,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2620
קריית ארבע,קריית ארבע,3611,QIRYAT ARBA,7,77,,99,,1,7108,7.1,6.9,,1972,180,,2112560480,913,709,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3611
קריית אתא,קריית אתא,6800,QIRYAT ATTA,3,31,311,0,222,1,55464,55.4,51.2,,1925,150,,2104074553,37,305,1160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=6800
קריית ביאליק,קריית ביאליק,9500,QIRYAT BIALIK,3,31,311,0,221,1,39069,39,36.1,,1934,160,,2087274934,12,352,1160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=9500
קריית גת,קריית גת,2630,QIRYAT GAT,6,61,612,0,,1,51483,51.4,48.3,,1954,150,,1777461305,128,606,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2630
קריית חינוך מרחבים*,קריית חינוך מרחבים*,1768, ,6,62,622,42,,,,,,,,520,,1617958047,,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1768
קריית טבעון,קריית טבעון,2300,QIRYAT TIV'ON,3,31,311,99,222,1,17859,17.8,17.4,,1937,170,,2121573567,120,306,1160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2300
קריית ים,קריית ים,9600,QIRYAT YAM,3,31,311,0,221,1,39273,39.2,34.1,,1941,160,,2070475044,6,352,1160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=9600
קריית יערים,קריית יערים,1137,QIRYAT YE'ARIM,1,11,111,99,444,1,3936,3.9,3.9,,1975,190,,2097463456,711,152,6129,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1137
קריית יערים (מוסד),קריית יערים (מוסד),2039,QIRYAT YE'ARIM(INSTITUTE),1,11,111,26,444,1,265,0.3,0.2,,1952,340,,2099663543,716,151,6129,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2039
קריית מוצקין,קריית מוצקין,8200,QIRYAT MOTZKIN,3,31,311,0,221,1,40160,40.1,36.7,,1934,160,,2077774897,9,352,1160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8200
קריית מלאכי,קריית מלאכי,1034,QIRYAT MAL'AKHI,6,61,611,0,143,1,21551,21.5,21.2,,1951,160,,1760162673,62,617,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1034
קריית נטפים,קריית נטפים,3746,QIRYAT NETAFIM,7,73,,72,145,1,865,0.9,0.9,,1983,370,2,2107766926,429,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3746
קריית ענבים,קריית ענבים,78,QIRYAT ANAVIM,1,11,111,26,444,1,466,0.5,0.4,,1920,330,15,2114363530,677,151,6129,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=78
קריית עקרון,קריית עקרון,469,QIRYAT EQRON,4,44,441,99,133,1,10747,10.7,10.4,,1948,170,,1833664101,55,453,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=469
קריית שלמה,קריית שלמה,412,QIRYAT SHELOMO,4,41,411,19,141,1,290,0.3,0.2,,1945,340,,1871368234,28,401,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=412
קריית שמונה,קריית שמונה,2800,QIRYAT SHEMONA,2,21,211,0,,1,23076,22.2,20.6,,1950,160,,2538379074,207,217,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2800
קרית חינוך עזתה,קרית חינוך עזתה,1766, ,6,62,621,39,,,,,,,,520,,1613159333,,651,3482,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1766
קרית תעופה,קרית תעופה,1746, ,4,43,432,25,142,,,,,,,520,,1918565511,,424,5160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1746
קרני שומרון,קרני שומרון,3640,QARNE SHOMERON,7,73,,99,145,1,6905,6.9,6.6,,1978,180,,2088767523,317,717,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3640
קשת,קשת,4006,QESHET,2,29,292,71,,1,763,0.8,0.8,,1974,320,2,2759276515,701,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4006
ראמה,ראמה,543,RAME,2,24,242,99,,2,7433,,,7.4,,280,,2346576038,383,260,1310,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=543
ראס אל-עין,ראס אל-עין,1334,RAS AL-EIN,2,24,242,56,,2,351,,,0.3,,450,,2351775772,221,205,1310,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1334
ראס עלי,ראס עלי,990,RAS ALI,3,31,311,12,222,2,560,,,0.6,,450,,2147974196,63,301,1160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=990
ראש העין,ראש העין,2640,ROSH HAAYIN,4,42,422,0,142,1,42939,42.9,42.4,,1950,160,,1960666694,81,418,5160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2640
ראש פינה,ראש פינה,26,ROSH PINNA,2,21,213,99,,1,2908,2.9,2.8,,1882,190,,2510576383,308,259,1220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=26
ראש צורים,ראש צורים,3602,ROSH ZURIM,7,76,,76,445,1,915,0.9,0.9,,1969,330,3,2117861948,918,714,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3602
ראשון לציון,ראשון לציון,8300,RISHON LEZIYYON,4,44,442,0,133,1,243973,243.8,225.5,,1882,130,,1812665292,41,413,5210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8300
רבבה,רבבה,3795,REVAVA,7,72,,72,145,1,1974,2,2,,1991,370,11,2122766947,433,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3795
רבדים,רבדים,564,REVADIM,6,61,611,35,,1,653,0.7,0.6,,1948,330,15,1826563130,79,632,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=564
רביבים,רביבים,354,REVIVIM,6,62,626,48,,1,1035,1,0.9,,1943,330,15,1734455040,283,620,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=354
רביד,רביד,1225,RAVID,2,22,222,6,,1,93,0.1,0.1,,1981,330,15,2437875070,165,251,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1225
רגבה,רגבה,390,REGBA,2,24,245,4,241,1,1038,1,1,,1946,320,15,2096376474,18,201,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=390
רגבים,רגבים,444,REGAVIM,3,32,323,14,,1,416,0.4,0.4,,1948,330,15,2034971443,100,351,1450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=444
רהט,רהט,1161,RAHAT,6,62,623,0,341,2,62415,,,62.3,,250,,1766158902,222,618,3485,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1161
רווחה,רווחה,2051,REWAHA,6,61,612,34,,1,525,0.5,0.5,,1953,310,2,1747761753,84,631,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2051
רוויה,רוויה,2016,REWAYA,2,23,231,7,,1,375,0.4,0.4,,1952,310,2,2447370610,-106,202,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2016
רוח מדבר,רוח מדבר,1341,RUAH MIDBAR,6,62,626,48,,,,,,,,510,,1744654349,329,620,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1341
רוחמה,רוחמה,362,RUHAMA,6,61,614,37,,1,577,0.6,0.5,,1944,330,15,1720360070,166,651,3840,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=362
רומאנה,רומאנה,539,RUMMANE,2,25,237,65,,2,1129,,,1.1,,450,,2294374367,166,251,1410,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=539
רומת הייב,רומת הייב,997,RUMAT HEIB,2,25,237,65,,2,1882,,,1.9,,450,,2288174260,193,251,1410,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=997
רועי,רועי,3619,RO'I,7,75,,75,,1,162,0.2,0.2,,1976,310,10,2457268388,26,712,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3619
רותם,רותם,3782,ROTEM,7,75,,75,,1,168,0.2,0.2,,1983,370,,2475869142,-36,712,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3782
רחוב,רחוב,854,REHOV,2,23,231,7,,1,356,0.4,0.4,,1951,310,2,2462870633,-123,202,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=854
רחובות,רחובות,8400,REHOVOT,4,44,441,0,133,1,132671,132.3,125.5,,1890,140,,1819364437,51,414,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8400
רחלים,רחלים,3822,REHELIM,7,72,,72,,1,583,0.6,0.6,,2013,370,11,2244266765,529,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3822
ריחאנייה,ריחאנייה,540,REIHANIYYE,2,21,212,2,,2,1201,,,1.2,,450,,2458877273,674,209,1230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=540
ריחן,ריחן,3568,REHAN,7,71,,72,,1,213,0.2,0.2,,1977,320,6,2130270838,375,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3568
ריינה,ריינה,542,REINE,2,25,237,99,,2,18475,,,18.4,,270,,2295373625,318,257,1410,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=542
רימונים,רימונים,3565,RIMMONIM,7,74,,73,445,1,598,0.6,0.6,,1977,370,10,2323664896,669,711,4354,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3565
רינתיה,רינתיה,616,RINNATYA,4,42,422,25,142,1,1134,1.1,1.1,,1949,310,1,1933666125,62,424,5130,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=616
רכסים,רכסים,922,REKHASIM,3,31,311,99,222,1,10682,10.7,10.7,,1957,170,,2097573971,97,355,1160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=922
רם-און,רם-און,1069,RAM-ON,2,23,234,8,,1,996,1,1,,1960,310,1,2246471474,79,204,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1069
רמות,רמות,4702,RAMOT,2,29,293,71,,1,489,0.5,0.5,,1970,310,1,2627175073,-10,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4702
רמות השבים,רמות השבים,206,RAMOT HASHAVIM,4,42,421,20,131,1,1651,1.7,1.6,,1933,350,,1891467473,61,417,5140,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=206
רמות מאיר,רמות מאיר,735,RAMOT ME'IR,4,43,432,30,143,1,770,0.8,0.8,,1949,310,1,1864964238,82,426,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=735
רמות מנשה,רמות מנשה,445,RAMOT MENASHE,2,23,236,13,,1,1091,1.1,1.1,,1948,330,15,2055872256,180,254,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=445
רמות נפתלי,רמות נפתלי,372,RAMOT NAFTALI,2,21,212,55,,1,549,0.5,0.5,,1945,310,1,2520277853,436,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=372
רמלה,רמלה,8500,RAMLA,4,43,432,0,133,4,73686,56.8,53.5,16.9,1948,150,,1874864840,76,415,5220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8500
רמת גן,רמת גן,8600,RAMAT GAN,5,52,512,0,122,1,152596,152.3,144.3,,1921,140,,1835466403,37,506,2300,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8600
רמת דוד,רמת דוד,135,RAMAT DAWID,2,23,234,9,,1,479,0.5,0.5,,1926,330,15,2192373152,67,254,1440,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=135
רמת הכובש,רמת הכובש,184,RAMAT HAKOVESH,4,42,421,20,141,1,1049,1,1,,1932,330,15,1943568047,61,417,5140,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=184
רמת השופט,רמת השופט,335,RAMAT HASHOFET,2,23,236,13,,1,1023,1,1,,1941,330,15,2091072404,240,254,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=335
רמת השרון,רמת השרון,2650,RAMAT HASHARON,5,51,511,0,121,1,44427,44.4,43.9,,1923,160,,1851967184,39,553,2360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2650
רמת יוחנן,רמת יוחנן,178,RAMAT YOHANAN,3,31,311,12,222,1,929,0.9,0.9,,1932,330,15,2117274429,49,301,1160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=178
רמת ישי,רמת ישי,122,RAMAT YISHAY,2,23,235,99,242,1,7478,7.5,7.4,,1925,180,,2158073427,93,257,1440,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=122
"רמת כוכב מ""א 7","רמת כוכב מ""א 7",1828,no name,2,23,233,7,,,,,,,,530,,2497072050,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1828
"רמת כוכב מ""א 8","רמת כוכב מ""א 8",1829,no name,2,23,233,8,,,,,,,,530,,2427072230,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1829
"רמת כוכב מ""א 9","רמת כוכב מ""א 9",1830,no name,2,23,233,9,,,,,,,,530,,2362072710,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1830
"רמת כוכב של""ש","רמת כוכב של""ש",1831,no name,2,23,233,,,,,,,,,530,,0,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1831
רמת מגשימים,רמת מגשימים,4701,RAMAT MAGSHIMIM,2,29,294,71,,1,637,0.6,0.6,,1968,320,2,2759575016,429,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4701
"רמת מנשה מ""א 13","רמת מנשה מ""א 13",1837,no name,2,23,236,13,,,,,,,,530,,2093072110,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1837
"רמת מנשה של""ש","רמת מנשה של""ש",1838,no name,2,23,236,,,,,,,,,530,,0,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1838
רמת צבי,רמת צבי,339,RAMAT ZEVI,2,23,233,8,,1,592,0.6,0.6,,1942,310,1,2391772189,54,204,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=339
רמת רזיאל,רמת רזיאל,460,RAMAT RAZI'EL,1,11,111,26,444,1,649,0.6,0.6,,1948,310,9,2070263124,717,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=460
רמת רחל,רמת רחל,127,RAMAT RAHEL,1,11,111,26,444,1,467,0.5,0.5,,1926,330,15,2207762746,777,151,6300,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=127
רנן,רנן,789,RANNEN,6,62,622,42,344,1,608,0.6,0.6,,1950,310,1,1620758303,105,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=789
רעים,רעים,713,RE'IM,6,62,622,38,,1,403,0.4,0.4,,1949,330,15,1485858842,49,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=713
